qc,cargos,total,20,40,70,100,200,400,700,1000,1500,2000
5711901,35,70,144,231,364,484,903,1912,3166,4897,7027,9497
5716900,3,4,151,235,373,517,918,1979,3423,4662,6504,9032
5831900,9,11,138,248,366,481,892,1924,3163,4949,6976,9566
5910001,46,64,155,224,371,502,901,1867,3122,4830,7235,9526
6007900,2,3,157,225,366,495,893,1948,3154,4895,7197,9856
6328900,5,61,148,216,374,463,883,1872,3049,4754,6861,9349
6377900,3,3,140,233,382,500,910,1905,3184,4988,7102,9959
6512900,2,11,150,239,362,476,899,1882,3161,4796,6825,9691
6514901,2,2,148,233,363,495,891,1949,3198,5033,7290,9678
6610004,199,273,157,232,353,505,915,1931,3206,4955,7011,9285
6800901,3,14,146,244,339,470,905,1870,3138,4895,6982,8975
6902003,90,244,136,216,349,462,872,1840,3083,4928,6930,9087
6945005,61,621,137,225,340,470,867,1849,3061,4834,7019,9184
6993900,9,17,136,217,352,485,868,1861,3090,4741,6793,9445
6995000,41,77,155,227,371,502,909,1949,3200,4951,7176,8650
6996002,62,81,134,224,362,480,885,1888,3079,4765,6951,9468
7005007,205,498,148,241,377,514,903,1950,3210,5034,7051,9526
7006000,1235,3068,152,233,461,484,897,1948,3149,5003,6998,9326
7011000,100,252,141,228,363,502,879,1854,3061,4840,6601,9352
7017901,28,45,136,240,356,476,893,1852,3061,4773,6760,9201
7038901,2,2,147,231,391,496,926,1955,3268,5026,7450,9241
7429900,60,95,137,220,361,463,851,1855,3102,4856,7140,9218
7709001,295,443,150,236,362,504,930,1934,3177,4959,6976,9451
7805004,210,379,148,236,382,508,1071,1808,2979,4710,6915,9287
7904179,248,354,151,247,344,484,921,1967,3179,4958,7211,9996
8204900,2,2,135,224,347,470,847,1841,3052,4731,6907,9348
8208000,108,132,143,247,360,490,887,1919,3194,4942,7337,9818
8417000,67,83,155,225,388,508,892,1917,3191,4892,7010,9061
8505001,31,37,140,220,364,477,882,1853,3153,5059,6935,9091
8600005,138,162,141,213,355,461,870,1828,3009,4706,6787,9006
8611009,343,606,143,223,371,480,869,1855,3115,4779,7113,9627
8614001,48,83,149,235,371,515,903,1928,3197,4896,7015,9618
9015002,136,305,140,224,369,467,882,1893,3070,4783,6792,8989
9110009,86,118,135,221,365,483,870,1871,3079,4930,7022,9157
9113003,167,237,139,217,378,478,882,1843,3075,4781,6810,9065
9114000,234,551,161,234,358,506,895,1910,3160,4909,7026,9637
9115000,52,329,153,245,358,495,909,1918,3165,4894,7274,9806
9131000,33,137,157,229,339,483,839,1855,3092,4731,6814,9202
9131001,33,137,143,235,372,495,893,1954,3204,5132,7369,9156
